Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 7f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 4f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 5,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 5,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s2,Long Statement,The length of the statement "float[] k=new float[]{0.023528f`0.033969f`0.038393f`0.033969f`0.023528f`0.033969f`0.049045f`0.055432f`0.049045f`0.033969f`0.038393f`0.055432f`0.062651f`0.055432f`0.038393f`0.033969f`0.049045f`0.055432f`0.049045f`0.033969f`0.023528f`0.033969f`0.038393f`0.033969f`0.023528f};" is 273.,411
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s2,Magic Number,The method contains a magic number: 5,411
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s2,Magic Number,The method contains a magic number: 5,411
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 5,425
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 2.0f,425
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 5,429
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 2.0f,433
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Long Statement,The length of the statement "CubicCurve2D cc=new CubicCurve2D.Float(xOffset + RAND.nextFloat() * _width * 0.25f`_height * RAND.nextFloat()`xOffset + RAND.nextFloat() * _width * 0.25f`_height * RAND.nextFloat()`xOffset + xRange * 0.4f`_height * RAND.nextFloat()`xOffset + xRange * (0.8f + RAND.nextFloat() * 0.2f)`_height * RAND.nextFloat());" is 312.,441
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 0.25f,441
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 0.25f,441
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 0.4f,441
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 0.8f,441
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 0.2f,441
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 0.1,441
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 200,441
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 6,441
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 3,441
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStrokes,Magic Number,The method contains a magic number: 8,481
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStrokes,Magic Number,The method contains a magic number: 1.5f,481
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStrokes,Long Statement,The length of the statement "path.curveTo(RAND.nextInt(_width)`RAND.nextInt(_height)`RAND.nextInt(_width)`RAND.nextInt(_height)`RAND.nextInt(_width)`RAND.nextInt(_height));" is 143.,485
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseEllipses,Long Statement,The length of the statement "Ellipse2D.Double ellipse=new Ellipse2D.Double(RAND.nextInt(_width)`RAND.nextInt(_height)`RAND.nextInt(_width)`RAND.nextInt(_height));" is 133.,497
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 3.0f,507
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 2,511
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 0.5,511
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 0.5,511
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 0.5,511
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 0.5,511
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 4,511
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 4,511
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 2,511
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 2,511
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 3,511
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 3,511
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 4,511
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseSaltPepper,Magic Number,The method contains a magic number: 0.01f,551
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseSaltPepper,Magic Number,The method contains a magic number: 0.01f,551
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseWhiteGaussian,Magic Number,The method contains a magic number: 0xFF,581
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseWhiteGaussian,Magic Number,The method contains a magic number: 255,581
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseWhiteUniform,Magic Number,The method contains a magic number: 0xFF,592
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseWhiteUniform,Magic Number,The method contains a magic number: 256,592
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,noiseWhiteUniform,Magic Number,The method contains a magic number: 255,592
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionFishEye,Magic Number,The method contains a magic number: 4,607
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionFishEye,Magic Number,The method contains a magic number: 3,607
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionFishEye,Magic Number,The method contains a magic number: 2,607
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionFishEye,Magic Number,The method contains a magic number: 2,607
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionStretch,Magic Number,The method contains a magic number: 2,669
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionStretch,Magic Number,The method contains a magic number: 2,669
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric,Magic Number,The method contains a magic number: 4000,681
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric,Magic Number,The method contains a magic number: 2,681
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric,Magic Number,The method contains a magic number: 3,681
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric,Magic Number,The method contains a magic number: 2,685
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric,Magic Number,The method contains a magic number: 2,685
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 24,702
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Complex Conditional,The conditional expression sx < 0 || sx > _width - 2 || sy < 0 || sy > _height - 2 is complex.,706
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2,706
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 0.5,706
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2,706
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 0.5,706
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2,706
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2.2,706
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2,706
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2.2,706
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2,706
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2,706
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 255,706
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 2,754
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 6,754
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 30,754
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 2,754
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 7,754
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 2,754
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 10,754
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 20,754
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 2,754
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 15,754
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Long Parameter List,The method has 6 parameters. ,764
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 10,803
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 8,803
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 8,803
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 8,803
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 10,803
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 8,803
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 8,803
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 8,803
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 38,817
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 11,821
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 8,821
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Complex Conditional,The conditional expression sx < 0 || sx > _width - 2 || sy < 0 || sy > _height - 2 is complex.,825
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Complex Method,Cyclomatic complexity of the method is 8,825
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 2,825
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 0.5,825
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 2,825
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 0.5,825
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 0.1,825
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 5,825
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 0.1,825
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 5,825
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 2,825
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 2,825
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 255,825
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,normalize,Magic Number,The method contains a magic number: 2,879
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,normalize,Magic Number,The method contains a magic number: 255,879
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,recenter,Complex Method,Cyclomatic complexity of the method is 9,903
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,recenter,Magic Number,The method contains a magic number: 2,903
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,recenter,Magic Number,The method contains a magic number: 2,903
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,load,Magic Number,The method contains a magic number: 0xFF,944
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,getImageArray2D,Magic Number,The method contains a magic number: 16,989
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,getImageArray2D,Magic Number,The method contains a magic number: 0xff,989
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,getImageArray1D,Magic Number,The method contains a magic number: 16,1001
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,getImageArray1D,Magic Number,The method contains a magic number: 0xff,1001
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,fishEyeFormula,Magic Number,The method contains a magic number: 0.75D,1024
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,fishEyeFormula,Magic Number,The method contains a magic number: 1.5D,1024
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,fishEyeFormula,Magic Number,The method contains a magic number: 0.25D,1024
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,shearX,Long Parameter List,The method has 5 parameters. ,1044
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,shearX,Magic Number,The method contains a magic number: 15,1044
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,shearX,Magic Number,The method contains a magic number: 6.2831853071795862D,1044
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,shearY,Long Parameter List,The method has 5 parameters. ,1061
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,shearY,Magic Number,The method contains a magic number: 15,1061
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,shearY,Magic Number,The method contains a magic number: 6.2831853071795862D,1061
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,singlePixelConvolution,Long Parameter List,The method has 6 parameters. ,1077
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,convolution2D,Long Parameter List,The method has 6 parameters. ,1088
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,convolution2DPadded,Long Parameter List,The method has 6 parameters. ,1108
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,convolution2DPadded,Magic Number,The method contains a magic number: 2,1108
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,convolution2DPadded,Magic Number,The method contains a magic number: 2,1108
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Long Statement,The length of the statement "g=g + ((1 / (2 * Math.PI * theta* theta)) * Math.pow(Math.E`-(xSubPixel * xSubPixel + ySubPixel * ySubPixel) / (2 * theta * theta)));" is 133.,1132
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 0.5,1132
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 0.55,1132
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 0.1,1132
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 0.5,1132
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 0.55,1132
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 0.1,1132
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 2,1132
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 2,1132
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 121,1132
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,gaussian2D,Magic Number,The method contains a magic number: 2,1144
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,gaussian2D,Magic Number,The method contains a magic number: 2,1144
alovoa,com.nonononoki.alovoa.repo,UserRepository,usersSearch,Long Statement,The length of the statement "return usersSearchQuery(request.getAge()`request.getMinDateDob()`request.getMaxDateDob()`request.getMinLat()`request.getMaxLat()`request.getMinLong()`request.getMaxLong()`request.getIntentionId()`request.getLikeIds()`request.getHideIds()`request.getBlockIds()`request.getGenderIds()`page);" is 289.,24
alovoa,com.nonononoki.alovoa.repo,UserRepository,usersSearchQuery,Long Parameter List,The method has 13 parameters. ,30
alovoa,com.nonononoki.alovoa.repo,UserRepository,usersSearchAllIgnoreLocation,Long Statement,The length of the statement "return usersSearchIgnoreLocation(request.getAge()`request.getMinDateDob()`request.getMaxDateDob()`request.getIntentionId()`request.getLikeIds()`request.getHideIds()`request.getBlockIds()`request.getGenderIds()`page);" is 216.,43
alovoa,com.nonononoki.alovoa.repo,UserRepository,usersSearchIgnoreLocation,Long Parameter List,The method has 9 parameters. ,50
alovoa,com.nonononoki.alovoa.repo,UserRepository,usersSearchAllIgnoreLocationAndIntention,Long Statement,The length of the statement "return findTop200ByDisabledFalseAndAdminFalseAndConfirmedTrueAndIntentionNotNullAndLocationLatitudeNotNullAndProfilePictureNotNullAndDatesDateOfBirthGreaterThanEqualAndDatesDateOfBirthLessThanEqualAndIdNotInAndIdNotInAndIdNotInAndGenderIdIn(request.getMinDateDob()`request.getMaxDateDob()`request.getLikeIds()`request.getHideIds()`request.getBlockIds()`request.getGenderIds()`sort);" is 382.,60
alovoa,com.nonononoki.alovoa.repo,UserRepository,usersSearchAllIgnoreAll,Long Statement,The length of the statement "return findTop50ByDisabledFalseAndAdminFalseAndConfirmedTrueAndIntentionNotNullAndLocationLatitudeNotNullAndProfilePictureNotNullAndDatesDateOfBirthGreaterThanEqualAndDatesDateOfBirthLessThanEqualAndIdNotInAndIdNotInAndIdNotIn(request.getMinDateDob()`request.getMaxDateDob()`request.getLikeIds()`request.getHideIds()`request.getBlockIds()`sort);" is 345.,67
alovoa,com.nonononoki.alovoa.repo,UserRepository,usersDonate,Long Statement,The length of the statement "return findTop20ByDisabledFalseAndAdminFalseAndConfirmedTrueAndIntentionNotNullAndLocationLatitudeNotNullAndProfilePictureNotNullAndDatesDateOfBirthGreaterThanEqualAndDatesDateOfBirthLessThanEqualOrderByTotalDonationsDesc(minDate`maxDate);" is 239.,73
alovoa,com.nonononoki.alovoa.repo,UserRepository,adminSearch,Long Statement,The length of the statement "return findTop100ByDisabledFalseAndAdminFalseAndConfirmedTrueAndIntentionNotNullAndLocationLatitudeNotNullAndProfilePictureNotNullOrderByDatesCreationDateDesc();" is 161.,78
alovoa,com.nonononoki.alovoa.repo,UserRepository,findTop200ByDisabledFalseAndAdminFalseAndConfirmedTrueAndIntentionNotNullAndLocationLatitudeNotNullAndProfilePictureNotNullAndDatesDateOfBirthGreaterThanEqualAndDatesDateOfBirthLessThanEqualAndIdNotInAndIdNotInAndIdNotInAndGenderIdIn,Long Parameter List,The method has 7 parameters. ,87
alovoa,com.nonononoki.alovoa.repo,UserRepository,findTop50ByDisabledFalseAndAdminFalseAndConfirmedTrueAndIntentionNotNullAndLocationLatitudeNotNullAndProfilePictureNotNullAndDatesDateOfBirthGreaterThanEqualAndDatesDateOfBirthLessThanEqualAndIdNotInAndIdNotInAndIdNotIn,Long Parameter List,The method has 6 parameters. ,91
alovoa,com.nonononoki.alovoa.rest,Oauth2Controller,oauth2Success,Complex Conditional,The conditional expression !user.isAdmin() && user.getProfilePicture() == null && user.getDescription() == null is complex.,103
alovoa,com.nonononoki.alovoa.rest,Oauth2Controller,oauth2Success,Complex Method,Cyclomatic complexity of the method is 13,103
alovoa,com.nonononoki.alovoa.rest,Oauth2Controller,oauth2Success,Long Statement,The length of the statement "String url=new String(Base64.getDecoder().decode((String)httpSession.getAttribute(REDIRECT_URL))`StandardCharsets.UTF_8);" is 121.,103
alovoa,com.nonononoki.alovoa.rest,Oauth2Controller,oauth2Success,Long Statement,The length of the statement "String url=new String(Base64.getDecoder().decode((String)httpSession.getAttribute(REDIRECT_URL))`StandardCharsets.UTF_8);" is 121.,103
alovoa,com.nonononoki.alovoa.rest,Oauth2Controller,getRememberMeCookie,Long Statement,The length of the statement "Cookie cookieRememberMe=securityConfig.getOAuthRememberMeServices().getRememberMeCookie(rememberCookieValue`request`response);" is 126.,200
alovoa,com.nonononoki.alovoa.rest,SearchController,getUsers,Long Parameter List,The method has 5 parameters. ,34
alovoa,com.nonononoki.alovoa.rest,SearchController,getUsersModel,Long Parameter List,The method has 5 parameters. ,43
